car,year,engine_hp,avg_mpg,price,salesman,dealership,sold_date,sold_month
Mustang,1997,305.0,20.0,3550,3,Uptown Cars,1998-05-04,5
Mustang,1997,305.0,20.0,3206,3,Car Town,1997-01-24,1
Mustang,1998,305.0,20.0,3654,4,Car Town,1999-03-29,3
Mustang,1998,305.0,20.0,4059,2,Uptown Cars,1999-03-06,3
Mustang,1999,320.0,18.5,4584,2,Car Town,2001-04-20,4
Mustang,1999,320.0,18.5,5193,3,Car Town,1999-03-17,3
Mustang,2015,435.0,20.0,41800,3,Uptown Cars,2016-07-12,7
Mustang,2015,300.0,22.5,29300,3,Car Town,2018-09-20,9
Mustang,2015,310.0,26.5,34800,4,Uptown Cars,2016-03-27,3
Mustang,2015,310.0,26.5,25300,2,Car Town,2016-06-24,6
Mustang,2015,435.0,20.0,46170,1,Car Town,2016-03-20,3
Mustang,2015,435.0,20.0,32300,2,Uptown Cars,2018-04-13,4
Mustang,2015,300.0,22.5,23800,2,Uptown Cars,2017-03-27,3
Mustang,2015,310.0,26.5,29300,2,Car Town,2017-03-12,3
Mustang,2015,435.0,20.0,36300,2,Uptown Cars,2017-04-12,4
Mustang,2016,435.0,20.0,36395,4,Big Bobs,2019-04-17,4
Mustang,2016,435.0,20.0,32395,2,Big Bobs,2017-11-29,11
Mustang,2016,300.0,22.5,24145,4,Big Bobs,2019-04-06,4
Mustang,2016,310.0,24.5,35145,1,Uptown Cars,2016-12-29,12
Mustang,2016,310.0,26.5,29645,4,Big Bobs,2016-01-09,1
Mustang,2016,435.0,20.0,41895,3,Uptown Cars,2016-03-14,3
Mustang,2016,300.0,22.5,29645,2,Uptown Cars,2018-12-07,12
Mustang,2016,310.0,26.5,25645,2,Uptown Cars,2019-03-27,3
Mustang,2017,310.0,25.5,25645,1,Uptown Cars,2018-05-12,5
Mustang,2017,300.0,22.5,24645,3,Big Bobs,2017-04-05,4
Mustang,2017,310.0,25.5,29645,3,Car Town,2017-05-23,5
Mustang,2017,435.0,18.5,42145,3,Car Town,2020-06-14,6
Mustang,2017,435.0,20.0,36645,2,Car Town,2017-08-12,8
Mustang,2017,310.0,24.0,35145,3,Uptown Cars,2017-04-22,4
Mustang,2017,435.0,20.0,32645,3,Big Bobs,2017-04-13,4
Camaro,1995,100.0,29.0,2000,4,Car Town,1995-05-24,5
Camaro,1996,93.0,29.0,2000,2,Uptown Cars,1997-08-01,8
Camaro,1997,93.0,30.0,2000,3,Car Town,1998-04-26,4
Camaro,1997,93.0,28.5,2178,2,Uptown Cars,1997-03-02,3
Camaro,1993,150.0,17.5,2047,2,Uptown Cars,1995-10-26,10
Camaro,1993,150.0,15.5,2550,2,Uptown Cars,1993-12-08,12
Camaro,1993,150.0,15.5,2221,2,Car Town,1996-11-14,11
Camaro,1993,150.0,17.5,2000,4,Car Town,1995-06-15,6
Camaro,1993,116.0,18.5,2142,3,Big Bobs,1995-03-13,3
Camaro,1993,116.0,18.5,2013,3,Car Town,1994-09-28,9
Camaro,1994,116.0,18.5,2293,2,Uptown Cars,1994-12-14,12
Camaro,1994,150.0,15.5,2281,1,Uptown Cars,1996-03-30,3
Camaro,1994,116.0,22.0,2000,3,Car Town,1996-03-05,3
Camaro,1994,116.0,22.0,2000,3,Car Town,1997-11-10,11
Camaro,1994,116.0,18.5,2115,3,Car Town,1995-11-20,11
Camaro,1994,116.0,22.0,2000,2,Big Bobs,1994-05-07,5
Camaro,1994,150.0,17.5,2040,4,Uptown Cars,1995-03-10,3
Camaro,1994,150.0,15.5,2423,3,Car Town,1996-03-07,3
Camaro,1994,150.0,17.5,2188,3,Uptown Cars,1997-03-07,3
Camaro,1994,150.0,15.5,2699,3,Uptown Cars,1996-06-05,6
Camaro,1995,150.0,19.0,2311,4,Big Bobs,1995-11-04,11
Camaro,1995,150.0,15.5,2691,3,Uptown Cars,1996-05-14,5
Camaro,1995,116.0,22.0,2197,2,Big Bobs,1996-12-23,12
Camaro,1995,116.0,18.5,2553,4,Big Bobs,1995-06-23,6
Camaro,1995,116.0,18.5,2409,3,Car Town,1996-06-28,6
Camaro,1995,150.0,15.5,2912,3,Car Town,1998-12-09,12
Camaro,1995,116.0,22.0,2000,2,Car Town,1997-05-30,5
Camaro,1995,150.0,19.0,2498,2,Uptown Cars,1996-05-11,5
Camaro,1995,150.0,15.5,2539,3,Uptown Cars,1997-01-02,1
Camaro,1995,116.0,22.0,2000,3,Car Town,1998-01-22,1
Camaro,1995,138.0,17.5,2000,2,Uptown Cars,1997-09-04,9
Camaro,1995,161.0,17.5,2000,4,Uptown Cars,1995-09-05,9
Camaro,1995,138.0,17.5,2000,3,Big Bobs,1996-05-09,5
Camaro,1995,161.0,17.5,2194,3,Uptown Cars,1995-03-29,3
Camaro,1995,161.0,18.0,2000,2,Car Town,1995-07-25,7
Camaro,1995,138.0,17.0,2088,4,Uptown Cars,1998-05-03,5
Camaro,1995,138.0,17.0,2000,3,Car Town,1997-07-15,7
Camaro,1995,161.0,18.0,2000,3,Big Bobs,1996-05-27,5
Camaro,1996,161.0,18.0,2064,3,Uptown Cars,1998-01-22,1
Camaro,1996,161.0,18.0,2304,3,Big Bobs,1998-05-15,5
Camaro,1996,161.0,17.0,2419,3,Uptown Cars,1998-04-13,4
Camaro,1996,161.0,17.0,2196,1,Car Town,1996-05-16,5
Camaro,1997,161.0,17.0,2388,3,Uptown Cars,2000-05-09,5
Camaro,1997,161.0,18.0,2242,4,Uptown Cars,1998-05-04,5
Camaro,1997,161.0,17.0,2728,3,Uptown Cars,2000-02-13,2
Camaro,1997,161.0,18.0,2580,3,Uptown Cars,1997-04-23,4
Camaro,2014,99.0,49.5,20030,3,Uptown Cars,2017-05-17,5
Camaro,2014,99.0,49.5,19080,2,Uptown Cars,2016-05-29,5
Camaro,2014,99.0,49.5,21765,3,Uptown Cars,2016-09-17,9
Camaro,2014,99.0,49.5,23360,3,Uptown Cars,2017-07-24,7
Camaro,2015,99.0,49.5,20340,4,Uptown Cars,2017-04-30,4
Camaro,2015,99.0,49.5,21765,2,Car Town,2016-04-04,4
Camaro,2015,99.0,49.5,19540,3,Uptown Cars,2017-04-14,4
Camaro,2015,99.0,49.5,24475,3,Car Town,2018-09-26,9
Camaro,2016,99.0,49.5,20360,2,Uptown Cars,2016-03-19,3
Camaro,2016,99.0,49.5,19560,2,Uptown Cars,2016-10-11,10
Camaro,2016,99.0,49.5,24495,1,Car Town,2019-04-29,4
Camaro,2016,99.0,49.5,21785,2,Uptown Cars,2016-05-13,5
Camaro,2016,99.0,49.5,21355,2,Car Town,2017-12-14,12
Camaro,2017,121.0,54.0,27100,3,Uptown Cars,2020-09-25,9
Camaro,2017,121.0,54.0,33100,4,Car Town,2018-05-21,5
Camaro,2017,121.0,54.0,28800,3,Uptown Cars,2020-05-19,5
Camaro,2015,134.0,42.0,26675,3,Uptown Cars,2015-12-19,12
Camaro,2015,134.0,42.0,28060,4,Car Town,2018-05-05,5
Camaro,2015,134.0,42.0,30935,3,Uptown Cars,2015-05-07,5
Camaro,2015,134.0,42.0,29695,3,Car Town,2017-01-22,1
Camaro,2016,134.0,42.0,26675,3,Car Town,2016-05-29,5
Camaro,2016,134.0,42.0,28060,3,Uptown Cars,2016-12-01,12
Camaro,2016,134.0,42.0,30935,3,Uptown Cars,2016-12-27,12
Camaro,2016,134.0,42.0,29695,3,Car Town,2018-08-24,8
Camaro,2017,134.0,41.0,26675,4,Car Town,2017-05-24,5
Camaro,2017,134.0,41.0,29695,4,Car Town,2017-05-14,5
Camaro,2017,134.0,41.0,28060,3,Car Town,2020-03-29,3
Camaro,2017,134.0,41.0,30935,3,Uptown Cars,2019-03-30,3
Camaro,2015,134.0,49.5,25765,3,Car Town,2016-03-22,3
Camaro,2015,134.0,49.5,30005,2,Uptown Cars,2018-04-17,4
Camaro,2015,134.0,49.5,24200,3,Uptown Cars,2017-03-06,3
Camaro,2015,134.0,49.5,28435,3,Big Bobs,2015-01-18,1
Camaro,2015,134.0,49.5,26985,3,Car Town,2017-04-15,4
Camaro,2015,134.0,49.5,23215,3,Uptown Cars,2017-05-04,5
Camaro,2016,121.0,52.0,24200,2,Car Town,2016-05-05,5
Camaro,2016,121.0,52.0,26250,3,Car Town,2017-05-18,5
Camaro,2016,121.0,52.0,28650,3,Car Town,2017-07-09,7
Camaro,2016,121.0,52.0,30000,1,Uptown Cars,2017-12-16,12
Camaro,2016,121.0,55.5,24700,3,Uptown Cars,2019-05-22,5
Camaro,2016,121.0,52.0,28100,3,Car Town,2019-04-02,4
Camaro,2017,121.0,52.0,28115,3,Car Town,2020-12-06,12
Camaro,2017,121.0,52.0,30015,2,Uptown Cars,2020-12-05,12
Camaro,2017,121.0,52.0,29135,2,Uptown Cars,2018-12-20,12
Camaro,2017,121.0,52.0,26735,3,Uptown Cars,2017-01-10,1
Camaro,2017,121.0,52.0,24685,4,Car Town,2017-02-03,2
Camaro,2017,121.0,55.5,25165,4,Uptown Cars,2018-12-07,12
Mustang,1995,118.0,26.5,2000,2,Car Town,1996-11-24,11
Mustang,1995,118.0,26.5,2000,3,Uptown Cars,1997-09-10,9
Mustang,1995,164.0,21.0,2000,1,Car Town,1995-12-07,12
Mustang,1996,164.0,21.0,2000,3,Uptown Cars,1997-05-16,5
Mustang,1996,118.0,26.5,2000,3,Car Town,1997-04-07,4
Mustang,1996,118.0,26.5,2000,3,Car Town,1998-05-21,5
Mustang,1997,118.0,26.5,2000,3,Car Town,1999-01-30,1
Mustang,1997,164.0,21.0,2000,3,Uptown Cars,2000-03-11,3
Mustang,2009,143.0,23.5,17990,3,Uptown Cars,2012-04-19,4
Mustang,2009,143.0,23.5,17680,1,Uptown Cars,2010-05-28,5
Mustang,2009,207.0,18.0,21050,3,Car Town,2010-07-02,7
Mustang,2009,207.0,17.0,22305,4,Car Town,2009-08-08,8
Mustang,2009,207.0,17.0,24255,1,Uptown Cars,2011-08-13,8
Mustang,2009,143.0,23.5,16395,3,Uptown Cars,2011-02-05,2
Mustang,2009,207.0,17.0,24535,3,Car Town,2009-02-24,2
Mustang,2009,143.0,23.5,18805,3,Uptown Cars,2011-10-30,10
Mustang,2009,207.0,17.0,23575,3,Car Town,2010-05-20,5
Mustang,2009,207.0,17.0,22985,3,Big Bobs,2010-09-14,9
Mustang,2009,207.0,17.0,25805,3,Uptown Cars,2009-05-02,5
Mustang,2009,143.0,23.5,17665,3,Car Town,2012-05-10,5
Mustang,2009,207.0,18.0,21675,2,Uptown Cars,2012-12-12,12
Mustang,2009,207.0,17.0,21810,3,Uptown Cars,2011-06-25,6
Mustang,2009,143.0,23.5,17890,3,Uptown Cars,2011-04-15,4
Mustang,2009,207.0,18.0,20405,2,Uptown Cars,2009-02-21,2
Mustang,2009,143.0,23.5,19080,2,Car Town,2011-09-17,9
Mustang,2010,143.0,24.5,20580,3,Uptown Cars,2012-05-03,5
Mustang,2010,207.0,18.0,23220,1,Uptown Cars,2011-12-04,12
Mustang,2010,207.0,18.0,22485,3,Car Town,2011-04-02,4
Mustang,2010,207.0,18.0,22155,3,Uptown Cars,2010-11-15,11
Mustang,2010,207.0,17.0,25800,3,Uptown Cars,2013-03-30,3
Mustang,2010,143.0,24.5,19515,1,Uptown Cars,2013-02-28,2
Mustang,2010,143.0,24.5,17820,3,Car Town,2010-08-08,8
Mustang,2010,207.0,17.0,24905,2,Car Town,2011-04-22,4
Mustang,2010,143.0,24.5,18960,3,Car Town,2010-12-28,12
Mustang,2010,143.0,24.5,19105,4,Uptown Cars,2013-09-26,9
Mustang,2010,207.0,17.0,23570,3,Car Town,2011-12-20,12
Mustang,2011,143.0,24.5,18160,4,Big Bobs,2011-06-02,6
Mustang,2011,207.0,18.5,23495,4,Uptown Cars,2014-06-15,6
Mustang,2011,207.0,18.5,22640,3,Car Town,2013-05-25,5
Mustang,2011,143.0,24.5,20740,2,Uptown Cars,2011-12-03,12
Mustang,2011,207.0,17.0,26070,2,Car Town,2012-05-08,5
Mustang,2011,143.0,24.5,19855,4,Uptown Cars,2012-08-21,8
Mustang,2011,207.0,17.0,25060,3,Uptown Cars,2012-12-17,12
Mustang,2011,207.0,18.5,22425,2,Uptown Cars,2013-09-14,9
Mustang,2011,143.0,24.5,19120,3,Big Bobs,2011-01-07,1
Camaro,2012,154.0,76.0,49800,3,Uptown Cars,2014-03-05,3
Camaro,2013,254.82528263103802,76.0,49800,2,Big Bobs,2013-05-03,5
Camaro,2014,254.82528263103802,76.0,49800,3,Uptown Cars,2016-02-04,2
Camaro,2016,194.0,32.5,28370,3,Uptown Cars,2019-03-02,3
Camaro,2016,194.0,32.5,33610,3,Car Town,2016-03-15,3
Camaro,2017,194.0,32.0,34030,2,Uptown Cars,2017-05-07,5
Camaro,2017,194.0,32.0,29030,3,Car Town,2017-11-03,11
Camaro,2017,194.0,32.0,32185,2,Car Town,2020-05-07,5
Camaro,2015,176.0,27.5,25240,2,Uptown Cars,2018-12-18,12
Camaro,2015,176.0,25.5,29850,2,Uptown Cars,2015-03-18,3
Camaro,2015,176.0,27.5,28450,3,Uptown Cars,2016-07-22,7
Camaro,2015,176.0,25.5,26640,3,Big Bobs,2018-05-15,5
Camaro,2015,176.0,27.5,23680,1,Uptown Cars,2015-12-23,12
Camaro,2015,176.0,25.5,25080,3,Big Bobs,2015-03-07,3
Camaro,2016,176.0,27.5,29265,4,Car Town,2016-02-25,2
Camaro,2016,176.0,25.5,25750,3,Car Town,2017-04-16,4
Camaro,2016,176.0,27.5,26270,3,Car Town,2018-05-17,5
Camaro,2016,176.0,27.5,24350,4,Big Bobs,2017-07-16,7
Camaro,2016,176.0,25.5,30665,3,Uptown Cars,2018-12-30,12
Camaro,2016,176.0,27.5,31510,3,Uptown Cars,2016-01-27,1
Camaro,2016,176.0,25.5,32910,3,Big Bobs,2016-12-06,12
Camaro,2016,176.0,25.5,27670,3,Car Town,2016-09-16,9
Camaro,2017,176.0,26.0,31830,4,Car Town,2017-08-27,8
Camaro,2017,176.0,25.0,28230,3,Car Town,2020-06-17,6
Camaro,2017,176.0,25.0,26310,3,Uptown Cars,2017-04-15,4
Camaro,2017,176.0,26.5,24910,3,Uptown Cars,2017-03-11,3
Camaro,2017,176.0,25.0,36150,3,Car Town,2019-06-11,6
Camaro,2017,176.0,25.0,33230,3,Uptown Cars,2017-04-22,4
Camaro,2017,176.0,26.0,34750,3,Uptown Cars,2020-11-01,11
Camaro,2017,176.0,26.5,26830,3,Uptown Cars,2020-12-29,12
Camaro,2017,176.0,26.5,29985,3,Big Bobs,2020-05-25,5
Camaro,2017,176.0,25.0,31385,3,Uptown Cars,2020-06-27,6
Camaro,2015,381.0,15.0,64320,4,Car Town,2015-06-11,6
Camaro,2015,381.0,15.0,47620,3,Big Bobs,2016-12-24,12
Camaro,2015,381.0,15.0,56580,3,Uptown Cars,2016-05-27,5
Camaro,2015,381.0,15.0,61095,2,Big Bobs,2016-07-20,7
Camaro,2015,381.0,15.0,47620,3,Car Town,2017-11-18,11
Camaro,2015,381.0,15.0,53355,3,Uptown Cars,2015-05-27,5
Camaro,2015,381.0,15.0,56580,3,Uptown Cars,2018-01-28,1
Camaro,2015,381.0,15.0,64320,4,Big Bobs,2017-09-16,9
Camaro,2015,381.0,15.0,44395,2,Car Town,2017-08-06,8
Camaro,2016,381.0,15.0,61855,3,Uptown Cars,2017-10-30,10
Camaro,2016,381.0,15.0,57340,2,Big Bobs,2019-01-09,1
Camaro,2016,381.0,15.0,45325,3,Uptown Cars,2019-12-19,12
Camaro,2016,381.0,15.0,65080,3,Car Town,2018-04-23,4
Camaro,2016,381.0,15.0,65080,3,Uptown Cars,2017-07-06,7
Camaro,2016,381.0,15.0,57340,3,Uptown Cars,2017-05-13,5
Camaro,2016,381.0,15.0,48550,3,Uptown Cars,2016-03-16,3
Camaro,2016,381.0,15.0,54115,3,Car Town,2018-05-06,5
Camaro,2016,381.0,15.0,48550,3,Uptown Cars,2019-05-21,5
Camaro,2017,381.0,15.0,48685,3,Car Town,2017-03-07,3
Camaro,2017,381.0,15.0,65215,4,Car Town,2017-09-09,9
Camaro,2017,381.0,15.0,45460,3,Car Town,2017-04-01,4
Camaro,2017,381.0,15.0,57475,3,Uptown Cars,2017-05-03,5
Camaro,2017,381.0,15.0,57475,3,Car Town,2017-03-03,3
Camaro,2017,381.0,15.0,54250,3,Car Town,2019-05-17,5
Camaro,2017,381.0,15.0,48685,4,Uptown Cars,2019-03-14,3
Camaro,2017,381.0,15.0,65215,3,Car Town,2019-10-14,10
Camaro,2017,381.0,15.0,61990,3,Uptown Cars,2020-05-12,5
Mustang,2015,526.0,17.5,61295,3,Big Bobs,2018-03-26,3
Mustang,2015,526.0,17.5,47795,3,Big Bobs,2017-12-16,12
Mustang,2016,526.0,18.0,61295,3,Uptown Cars,2017-10-07,10
Mustang,2016,526.0,17.5,47795,4,Uptown Cars,2018-05-06,5
Mustang,2017,526.0,18.0,61795,2,Car Town,2019-05-30,5
Mustang,2017,526.0,17.5,54295,3,Car Town,2020-01-08,1
Mustang,2012,550.0,19.0,48810,3,Uptown Cars,2012-12-24,12
Mustang,2013,662.0,19.5,59200,2,Uptown Cars,2016-03-19,3
Mustang,2013,662.0,19.5,54200,1,Car Town,2015-05-04,5
Mustang,2014,662.0,19.5,55110,4,Big Bobs,2015-04-12,4
Mustang,2014,662.0,19.5,60110,3,Uptown Cars,2017-05-27,5
Camaro,2015,266.0,19.5,42880,2,Uptown Cars,2016-03-21,3
Camaro,2015,266.0,19.5,37400,4,Car Town,2015-03-12,3
Camaro,2015,266.0,19.5,40655,2,Uptown Cars,2018-02-25,2
Camaro,2015,266.0,21.5,37445,2,Car Town,2018-03-11,3
Camaro,2015,266.0,21.5,35200,3,Uptown Cars,2016-08-05,8
Camaro,2015,266.0,21.5,41035,4,Big Bobs,2016-05-10,5
Camaro,2015,266.0,21.5,35000,3,Uptown Cars,2018-12-19,12
Camaro,2015,266.0,19.5,33960,2,Car Town,2018-05-26,5
Camaro,2015,266.0,19.5,46250,2,Uptown Cars,2015-03-12,3
Camaro,2015,266.0,21.5,41750,4,Big Bobs,2016-01-17,1
Camaro,2015,266.0,21.5,28700,2,Big Bobs,2016-04-12,4
Camaro,2015,266.0,21.5,45120,3,Uptown Cars,2016-03-13,3
Camaro,2015,266.0,21.5,31630,2,Car Town,2015-12-22,12
Camaro,2015,266.0,21.5,31430,3,Uptown Cars,2018-12-15,12
Camaro,2015,266.0,21.5,38455,3,Uptown Cars,2017-12-07,12
Camaro,2015,266.0,21.5,39780,2,Uptown Cars,2018-01-20,1
Camaro,2015,266.0,21.5,26595,2,Uptown Cars,2016-03-07,3
Camaro,2016,266.0,19.5,34180,4,Car Town,2018-09-05,9
Camaro,2016,266.0,21.5,38605,2,Uptown Cars,2017-03-08,3
Camaro,2016,266.0,21.5,35410,3,Uptown Cars,2018-01-01,1
Camaro,2016,266.0,21.5,31840,3,Car Town,2018-12-21,12
Camaro,2016,266.0,19.5,37620,3,Uptown Cars,2019-12-25,12
Camaro,2016,266.0,21.5,31640,3,Car Town,2019-12-09,12
Camaro,2016,266.0,21.5,41245,3,Big Bobs,2016-01-01,1
Camaro,2016,266.0,19.5,40815,3,Uptown Cars,2019-06-15,6
Camaro,2016,266.0,21.5,28850,3,Uptown Cars,2019-03-09,3
Camaro,2016,266.0,21.5,41900,3,Big Bobs,2016-05-03,5
Camaro,2016,266.0,19.5,43040,3,Car Town,2019-01-19,1
Camaro,2016,266.0,21.5,39930,3,Uptown Cars,2018-03-09,3
Camaro,2016,266.0,19.5,46410,3,Big Bobs,2016-05-15,5
Camaro,2016,266.0,21.5,37655,3,Uptown Cars,2019-06-10,6
Camaro,2016,266.0,21.5,35210,2,Car Town,2017-10-30,10
Camaro,2016,266.0,21.5,45270,3,Uptown Cars,2018-10-08,10
Camaro,2016,266.0,21.5,26745,3,Car Town,2016-05-10,5
Camaro,2017,296.0,23.0,29750,3,Uptown Cars,2020-08-24,8
Camaro,2017,296.0,23.0,32740,4,Uptown Cars,2020-05-17,5
Camaro,2017,296.0,21.0,35080,3,Car Town,2019-04-19,4
Camaro,2017,296.0,21.0,43940,3,Uptown Cars,2019-08-20,8
Camaro,2017,296.0,23.0,42800,3,Uptown Cars,2020-05-30,5
Camaro,2017,296.0,21.0,41715,2,Uptown Cars,2017-06-18,6
Camaro,2017,296.0,23.0,38555,3,Uptown Cars,2017-03-08,3
Camaro,2017,296.0,23.0,32540,3,Uptown Cars,2019-05-11,5
Camaro,2017,296.0,23.0,42145,3,Uptown Cars,2020-05-09,5
Camaro,2017,296.0,23.0,39505,3,Uptown Cars,2020-12-03,12
Camaro,2017,296.0,23.0,36310,3,Car Town,2020-03-30,3
Camaro,2017,296.0,23.0,36110,2,Car Town,2019-05-17,5
Camaro,2017,296.0,23.0,40830,2,Big Bobs,2020-10-17,10
Camaro,2017,296.0,23.0,27645,3,Car Town,2020-04-13,4
Camaro,2017,296.0,21.0,38520,3,Uptown Cars,2018-02-10,2
Camaro,2017,296.0,23.0,46170,3,Uptown Cars,2018-03-29,3
Camaro,2017,296.0,21.0,47310,3,Uptown Cars,2019-05-28,5
Camaro,1996,320.0,19.0,18255,1,Car Town,1998-05-14,5
Camaro,1996,220.0,19.0,14977,3,Uptown Cars,1996-04-20,4
Camaro,1997,320.0,18.5,22001,3,Uptown Cars,2000-03-15,3
Camaro,1997,220.0,19.0,17320,1,Car Town,2000-04-30,4
Camaro,1998,225.0,19.5,20596,2,Car Town,2000-03-03,3
Camaro,1998,320.0,18.5,25279,4,Uptown Cars,1998-04-06,4
Camaro,1996,190.0,17.5,2563,4,Car Town,1997-12-27,12
Camaro,1996,190.0,16.5,2922,3,Car Town,1998-09-10,9
Camaro,1996,190.0,17.5,2506,2,Uptown Cars,1997-05-23,5
Camaro,1996,150.0,20.0,2141,3,Uptown Cars,1996-04-23,4
Camaro,1996,190.0,16.5,2802,2,Car Town,1999-12-07,12
Camaro,1997,190.0,16.0,3143,3,Big Bobs,1997-05-11,5
Camaro,1997,190.0,17.0,2806,3,Big Bobs,1999-02-12,2
Camaro,1997,150.0,19.5,2348,3,Uptown Cars,1998-12-05,12
Camaro,1997,190.0,16.0,3042,3,Uptown Cars,1999-02-12,2
Camaro,1997,190.0,17.0,2767,1,Car Town,1999-03-22,3
Camaro,1998,150.0,19.5,2540,4,Big Bobs,1998-12-21,12
Camaro,1998,190.0,17.0,3058,3,Uptown Cars,1999-12-15,12
Camaro,1998,190.0,16.5,3586,3,Uptown Cars,2000-11-17,11
Camaro,1998,190.0,16.5,3480,3,Uptown Cars,1998-09-16,9
Camaro,1998,190.0,17.0,3214,2,Uptown Cars,1999-09-28,9
Camaro,2015,236.0,17.0,27355,2,Car Town,2016-03-02,3
Camaro,2015,159.0,21.5,23075,3,Uptown Cars,2018-05-19,5
Camaro,2015,236.0,18.5,27235,2,Uptown Cars,2018-07-02,7
Camaro,2015,159.0,19.0,24800,3,Big Bobs,2017-01-01,1
Camaro,2015,159.0,21.5,21865,1,Car Town,2015-03-04,3
Camaro,2015,236.0,17.0,35725,2,Uptown Cars,2018-05-29,5
Camaro,2015,159.0,23.0,20965,4,Uptown Cars,2018-05-15,5
Camaro,2015,159.0,21.5,23625,2,Uptown Cars,2015-05-22,5
Camaro,2015,236.0,18.5,37615,4,Car Town,2016-10-30,10
Camaro,2015,236.0,19.0,25060,2,Uptown Cars,2016-03-03,3
Camaro,2015,236.0,19.0,23960,4,Uptown Cars,2015-06-23,6
Camaro,2015,236.0,17.0,26355,3,Big Bobs,2017-04-24,4
Camaro,2015,236.0,18.5,36705,2,Car Town,2016-04-18,4
Camaro,2015,236.0,17.0,36635,3,Car Town,2016-05-05,5
Camaro,2015,236.0,18.5,28235,3,Car Town,2015-06-11,6
Camaro,2015,236.0,18.5,28735,3,Uptown Cars,2018-03-16,3
Camaro,2015,159.0,21.5,22525,1,Car Town,2017-02-14,2
Camaro,2015,236.0,19.0,25560,2,Car Town,2017-10-23,10
Camaro,2015,159.0,19.5,25700,3,Big Bobs,2016-05-14,5
Camaro,2016,159.0,20.0,25185,4,Uptown Cars,2019-04-08,4
Camaro,2016,278.0,20.5,29275,3,Uptown Cars,2019-04-23,4
Camaro,2016,159.0,21.0,23660,1,Uptown Cars,2017-12-18,12
Camaro,2016,278.0,20.5,34700,3,Uptown Cars,2019-08-26,8
Camaro,2016,278.0,20.5,31420,3,Car Town,2017-03-13,3
Camaro,2016,278.0,20.5,34090,2,Car Town,2016-05-10,5
Camaro,2016,278.0,21.5,30025,3,Car Town,2018-12-19,12
Camaro,2016,278.0,20.5,33310,4,Uptown Cars,2016-12-18,12
Camaro,2016,159.0,21.0,26635,1,Uptown Cars,2019-05-21,5
Camaro,2016,278.0,18.5,31680,2,Uptown Cars,2018-03-08,3
Camaro,2016,278.0,18.5,32460,2,Uptown Cars,2016-05-03,5
Camaro,2016,278.0,20.5,34090,2,Uptown Cars,2016-03-13,3
Camaro,2016,278.0,21.5,27355,4,Car Town,2018-04-14,4
Camaro,2016,278.0,20.5,33310,2,Car Town,2016-06-23,6
Camaro,2016,278.0,21.5,35105,3,Uptown Cars,2019-12-07,12
Camaro,2016,278.0,20.5,31920,3,Uptown Cars,2017-12-04,12
Camaro,2016,278.0,20.5,38180,3,Car Town,2018-09-28,9
Camaro,2016,278.0,21.5,28345,1,Uptown Cars,2017-09-21,9
Camaro,2016,278.0,21.5,31125,2,Car Town,2017-03-14,3
Camaro,2016,159.0,20.5,26735,3,Uptown Cars,2017-03-10,3
Camaro,2016,278.0,21.5,31625,2,Big Bobs,2017-06-03,6
Camaro,2016,159.0,20.5,28820,3,Uptown Cars,2018-06-23,6
Camaro,2016,278.0,19.0,32460,2,Car Town,2018-12-29,12
Camaro,2016,278.0,21.5,28845,2,Uptown Cars,2019-03-23,3
Camaro,2016,278.0,20.5,30530,3,Uptown Cars,2018-05-08,5
Camaro,2016,278.0,21.5,31125,3,Car Town,2016-04-17,4
Camaro,2016,159.0,21.0,25745,3,Uptown Cars,2016-01-23,1
Camaro,2016,159.0,21.0,24490,3,Uptown Cars,2018-10-09,10
Camaro,2016,278.0,20.5,34700,4,Uptown Cars,2017-05-02,5
Camaro,2017,278.0,20.5,35315,3,Uptown Cars,2019-03-29,3
Camaro,2017,278.0,18.5,33075,3,Uptown Cars,2020-07-20,7
Camaro,2017,278.0,18.5,40760,4,Uptown Cars,2017-05-22,5
Camaro,2017,159.0,20.0,25645,4,Uptown Cars,2017-05-09,5
Camaro,2017,278.0,21.5,35720,3,Uptown Cars,2019-02-03,2
Camaro,2017,278.0,20.5,33770,3,Uptown Cars,2020-11-08,11
Camaro,2017,278.0,20.5,32765,2,Car Town,2019-12-29,12
Camaro,2017,278.0,20.5,34705,3,Car Town,2017-12-28,12
Camaro,2017,159.0,21.0,27095,3,Big Bobs,2019-05-02,5
Camaro,2017,278.0,20.5,35315,2,Car Town,2019-05-26,5
Camaro,2017,278.0,20.5,42760,3,Car Town,2019-05-08,5
Camaro,2017,278.0,20.5,34705,3,Uptown Cars,2017-10-10,10
Camaro,2017,159.0,21.0,24950,3,Car Town,2020-12-30,12
Camaro,2017,278.0,21.5,29690,2,Uptown Cars,2020-05-12,5
Camaro,2017,278.0,21.5,25730,4,Uptown Cars,2019-12-26,12
Camaro,2017,278.0,18.5,33075,3,Big Bobs,2020-06-08,6
Camaro,2017,159.0,21.0,26205,4,Uptown Cars,2018-09-18,9
Camaro,2017,278.0,21.5,31740,3,Uptown Cars,2017-05-13,5
Camaro,2017,278.0,20.5,29735,3,Car Town,2020-04-30,4
Camaro,2017,159.0,20.5,29280,2,Uptown Cars,2020-03-05,3
Camaro,2017,278.0,20.5,33770,2,Car Town,2018-03-17,3
Camaro,2017,278.0,21.5,30485,2,Car Town,2018-05-04,5
